,name,display_name,description
2643,pvitticeps_homolog_subtype,Last common ancestor with Central bearded dragon,
2644,mmmarmota_homolog_wga_coverage,Alpine marmot Whole-genome alignment coverage,
2645,arrayexpress,Expression Atlas ID,
2646,ppaniscus_homolog_orthology_type,Bonobo homology type,
2647,bihybrid_homolog_ensembl_peptide,Hybrid - Bos Indicus protein or transcript stable ID,
2648,acarolinensis_homolog_chromosome,Anole lizard chromosome/scaffold name,
2649,lchalumnae_homolog_subtype,Last common ancestor with Coelacanth,
2650,sfasciatus_homolog_subtype,Last common ancestor with Jewelled blenny,
2651,cvariegatus_homolog_orthology_type,Sheepshead minnow homology type,
2652,bsplendens_homolog_subtype,Last common ancestor with Siamese fighting fish,
2653,dmelanogaster_homolog_orthology_type,Drosophila melanogaster homology type,
2654,pcoquereli_homolog_canonical_transcript_protein,Query protein or transcript ID,
2655,ppardus_homolog_chromosome,Leopard chromosome/scaffold name,
2656,ssalar_homolog_ensembl_gene,Atlantic salmon gene stable ID,
2657,prints_end,Prints end,
2658,snp_som_external_gene_source,,
2659,ptephrosceles_homolog_orthology_type,Ugandan red Colobus homology type,
2660,oaries_homolog_perc_id_r1,%id. query gene identical to target Sheep gene,
2661,cjaponica_homolog_goc_score,Japanese quail Gene-order conservation score,
2662,ipunctatus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2663,cporosus_homolog_orthology_type,Australian saltwater crocodile homology type,
2664,mvitellinus_homolog_perc_id_r1,%id. query gene identical to target Golden-collared manakin gene,
2665,cfamiliaris_homolog_chrom_end,Dog chromosome/scaffold end (bp),
2666,pvitticeps_homolog_goc_score,Central bearded dragon Gene-order conservation score,
2667,pcoquereli_homolog_wga_coverage,Coquerel's sifaka Whole-genome alignment coverage,
2668,cgcrigri_homolog_orthology_type,Chinese hamster CriGri homology type,
2669,snp_som_transcript_stable_id_version,,
2670,xtropicalis_homolog_goc_score,Tropical clawed frog Gene-order conservation score,
2671,ccanadensis_homolog_canonical_transcript_protein,Query protein or transcript ID,
2672,rnacentral,RNAcentral ID,
2673,dnovemcinctus_homolog_perc_id_r1,%id. query gene identical to target Armadillo gene,
2674,pnattereri_homolog_orthology_confidence,"Red-bellied piranha orthology confidence [0 low, 1 high]",
2675,mim_morbid_description,MIM morbid description,
2676,uamericanus_homolog_associated_gene_name,American black bear gene name,
2677,lafricana_homolog_associated_gene_name,Elephant gene name,
2678,preticulata_homolog_canonical_transcript_protein,Query protein or transcript ID,
2679,psinensis_homolog_associated_gene_name,Chinese softshell turtle gene name,
2680,odegus_homolog_chrom_start,Degu chromosome/scaffold start (bp),
2681,pformosa_homolog_ds,dS with Amazon molly,
2682,tguttata_homolog_chrom_end,Zebra finch chromosome/scaffold end (bp),
2683,hhucho_homolog_perc_id_r1,%id. query gene identical to target Huchen gene,
2684,oanatinus_homolog_associated_gene_name,Platypus gene name,
2685,mspretus_homolog_chrom_start,Algerian mouse chromosome/scaffold start (bp),
2686,atestudineus_homolog_ensembl_gene,Climbing perch gene stable ID,
2687,illumina_humanht_12_v4,ILLUMINA HumanHT 12 V4 probe,
2688,cvariegatus_homolog_ensembl_gene,Sheepshead minnow gene stable ID,
2689,pkingsleyae_homolog_wga_coverage,Paramormyrops kingsleyae Whole-genome alignment coverage,
2690,superfamily,Superfamily ID,
2691,acalliptera_homolog_subtype,Last common ancestor with Eastern happy,
2692,panubis_homolog_ds,dS with Olive baboon,
2693,scanaria_homolog_chrom_end,Common canary chromosome/scaffold end (bp),
2694,odegus_homolog_perc_id_r1,%id. query gene identical to target Degu gene,
2695,ptaltaica_homolog_ds,dS with Tiger,
2696,catys_homolog_chrom_start,Sooty mangabey chromosome/scaffold start (bp),
2697,p_value,P value,
2698,tnigroviridis_homolog_chromosome,Tetraodon chromosome/scaffold name,
2699,scerevisiae_homolog_ensembl_peptide,Saccharomyces cerevisiae protein or transcript stable ID,
2700,mlucifugus_homolog_orthology_confidence,"Microbat orthology confidence [0 low, 1 high]",
2701,cfamiliaris_homolog_dn,dN with Dog,
2702,sbboliviensis_homolog_subtype,Last common ancestor with Bolivian squirrel monkey,
2703,pcinereus_homolog_orthology_type,Koala homology type,
2704,jjaculus_homolog_perc_id,%id. target Lesser Egyptian jerboa gene identical to query gene,
2705,acalliptera_homolog_ensembl_gene,Eastern happy gene stable ID,
2706,fheteroclitus_homolog_associated_gene_name,Mummichog gene name,
2707,loculatus_homolog_dn,dN with Spotted gar,
2708,csabaeus_homolog_perc_id,%id. target Vervet-AGM gene identical to query gene,
2709,hhucho_homolog_dn,dN with Huchen,
2710,catys_homolog_ensembl_peptide,Sooty mangabey protein or transcript stable ID,
2711,gagassizii_homolog_perc_id_r1,%id. query gene identical to target Agassiz's desert tortoise gene,
2712,umaritimus_homolog_orthology_confidence,"Polar bear orthology confidence [0 low, 1 high]",
2713,charengus_homolog_goc_score,Atlantic herring Gene-order conservation score,
2714,mcaroli_homolog_dn,dN with Ryukyu mouse,
2715,caperea_homolog_ds,dS with Brazilian guinea pig,
2716,lafricana_homolog_chromosome,Elephant chromosome/scaffold name,
2717,ppardus_homolog_orthology_type,Leopard homology type,
2718,pcoquereli_homolog_chromosome,Coquerel's sifaka chromosome/scaffold name,
2719,pnyererei_homolog_ds,dS with Makobe Island cichlid,
2720,transcript_start,Transcript start (bp),Start Coordinate of the transcript in chromosomal coordinates.
2721,dnovaehollandiae_homolog_associated_gene_name,Emu gene name,
2722,pmbairdii_homolog_ensembl_peptide,Northern American deer mouse protein or transcript stable ID,
2723,oprinceps_homolog_ensembl_gene,Pika gene stable ID,
2724,tnigroviridis_homolog_ensembl_peptide,Tetraodon protein or transcript stable ID,
2725,sequence_exon_chrom_start,,
2726,amelanoleuca_homolog_goc_score,Panda Gene-order conservation score,
2727,pcapensis_homolog_perc_id,%id. target Hyrax gene identical to query gene,
2728,mmulatta_homolog_perc_id,%id. target Macaque gene identical to query gene,
2729,odegus_homolog_ds,dS with Degu,
2730,affy_hg_u95e,AFFY HG U95E probe,
2731,cjaponica_homolog_chrom_start,Japanese quail chromosome/scaffold start (bp),
2732,pformosa_homolog_ensembl_peptide,Amazon molly protein or transcript stable ID,
2733,scanprosite,PROSITE patterns ID,
2734,celegans_homolog_ensembl_peptide,Caenorhabditis elegans protein or transcript stable ID,
2735,atestudineus_homolog_associated_gene_name,Climbing perch gene name,
2736,mmurdjan_homolog_ds,dS with Pinecone soldierfish,
2737,smaximus_homolog_perc_id,%id. target Turbot gene identical to query gene,
2738,strutta_homolog_ensembl_peptide,River trout protein or transcript stable ID,
2739,mzebra_homolog_ds,dS with Zebra mbuna,
2740,enaucrates_homolog_perc_id,%id. target Live sharksucker gene identical to query gene,
2741,jhyemalis_homolog_perc_id,%id. target Dark-eyed junco gene identical to query gene,
2742,olhsok_homolog_canonical_transcript_protein,Query protein or transcript ID,
2743,snp_chromosome_strand,Variant chromosome Strand,Orientation of the SNP on the Transcript
2744,hsapiens_paralog_chromosome,Human paralogue chromosome/scaffold name,
2745,vvulpes_homolog_chromosome,Red fox chromosome/scaffold name,
2746,csyrichta_homolog_dn,dN with Tarsier,
2747,sequence_transcript_biotype,,
2748,hhucho_homolog_chrom_start,Huchen chromosome/scaffold start (bp),
2749,csavignyi_homolog_goc_score,C.savignyi Gene-order conservation score,
2750,cjaponica_homolog_ensembl_gene,Japanese quail gene stable ID,
2751,cmilii_homolog_chromosome,Elephant shark chromosome/scaffold name,
2752,cporosus_homolog_perc_id_r1,%id. query gene identical to target Australian saltwater crocodile gene,
2753,sequence_uniprot_swissprot_accession,,
2754,saurata_homolog_canonical_transcript_protein,Query protein or transcript ID,
2755,gagassizii_homolog_ensembl_peptide,Agassiz's desert tortoise protein or transcript stable ID,
2756,ampachon_homolog_subtype,Last common ancestor with Pachon cavefish,
2757,panubis_homolog_chromosome,Olive baboon chromosome/scaffold name,
2758,jjaculus_homolog_orthology_type,Lesser Egyptian jerboa homology type,
2759,lsdomestica_homolog_goc_score,Bengalese finch Gene-order conservation score,
2760,upstream_flank,,
2761,mdomestica_homolog_associated_gene_name,Opossum gene name,
2762,ptaltaica_homolog_subtype,Last common ancestor with Tiger,
2763,oniloticus_homolog_ensembl_gene,Nile tilapia gene stable ID,
2764,lchalumnae_homolog_wga_coverage,Coelacanth Whole-genome alignment coverage,
2765,lcalcarifer_homolog_perc_id,%id. target Barramundi perch gene identical to query gene,
2766,pnyererei_homolog_subtype,Last common ancestor with Makobe Island cichlid,
2767,dordii_homolog_chromosome,Kangaroo rat chromosome/scaffold name,
2768,ppaniscus_homolog_ds,dS with Bonobo,
2769,ttruncatus_homolog_subtype,Last common ancestor with Dolphin,
2770,pmarinus_homolog_orthology_confidence,"Lamprey orthology confidence [0 low, 1 high]",
2771,sldorsalis_homolog_subtype,Last common ancestor with Yellowtail amberjack,
2772,oprinceps_homolog_perc_id,%id. target Pika gene identical to query gene,
2773,eaasinus_homolog_goc_score,Donkey Gene-order conservation score,
2774,saraneus_homolog_orthology_type,Shrew homology type,
2775,smerianae_homolog_orthology_confidence,"Argentine black and white tegu orthology confidence [0 low, 1 high]",
2776,acarolinensis_homolog_ensembl_gene,Anole lizard gene stable ID,
2777,csavignyi_homolog_associated_gene_name,C.savignyi gene name,
2778,mlucifugus_homolog_subtype,Last common ancestor with Microbat,
2779,mundulatus_homolog_chromosome,Budgerigar chromosome/scaffold name,
2780,lcoronata_homolog_chrom_end,Blue-crowned manakin chromosome/scaffold end (bp),
2781,rroxellana_homolog_ensembl_gene,Golden snub-nosed monkey gene stable ID,
2782,sorbicularis_homolog_perc_id_r1,%id. query gene identical to target Orbiculate cardinalfish gene,
2783,hburtoni_homolog_subtype,Last common ancestor with Burton's mouthbrooder,
2784,mfascicularis_homolog_dn,dN with Crab-eating macaque,
2785,cgchok1gshd_homolog_orthology_confidence,"Chinese hamster CHOK1GS orthology confidence [0 low, 1 high]",
2786,bthybrid_homolog_ensembl_peptide,Hybrid - Bos Taurus protein or transcript stable ID,
2787,btaurus_homolog_ensembl_gene,Cow gene stable ID,
2788,rroxellana_homolog_goc_score,Golden snub-nosed monkey Gene-order conservation score,
2789,omelastigma_homolog_goc_score,Indian medaka Gene-order conservation score,
2790,sharrisii_homolog_ds,dS with Tasmanian devil,
2791,cds_end,CDS end,
2792,cjaponica_homolog_ensembl_peptide,Japanese quail protein or transcript stable ID,
2793,homologs_gene_stable_id_version,,
2794,preticulata_homolog_ds,dS with Guppy,
2795,mochrogaster_homolog_chromosome,Prairie vole chromosome/scaffold name,
2796,cporosus_homolog_orthology_confidence,"Australian saltwater crocodile orthology confidence [0 low, 1 high]",
2797,rroxellana_homolog_perc_id_r1,%id. query gene identical to target Golden snub-nosed monkey gene,
2798,ngalili_homolog_canonical_transcript_protein,Query protein or transcript ID,
2799,oprinceps_homolog_orthology_confidence,"Pika orthology confidence [0 low, 1 high]",
2800,munguiculatus_homolog_perc_id,%id. target Mongolian gerbil gene identical to query gene,
2801,cintestinalis_homolog_chrom_start,C.intestinalis chromosome/scaffold start (bp),
2802,celegans_homolog_wga_coverage,Caenorhabditis elegans Whole-genome alignment coverage,
2803,genomic_coding_end,Genomic coding end,
2804,transcript_end,Transcript end (bp),End Coordinate of the gene in chromosomal coordinates.
2805,cporosus_homolog_subtype,Last common ancestor with Australian saltwater crocodile,
2806,mfascicularis_homolog_wga_coverage,Crab-eating macaque Whole-genome alignment coverage,
2807,mpfuro_homolog_chromosome,Ferret chromosome/scaffold name,
2808,pnyererei_homolog_wga_coverage,Makobe Island cichlid Whole-genome alignment coverage,
2809,tguttata_homolog_chromosome,Zebra finch chromosome/scaffold name,
2810,mim_morbid_accession,MIM morbid accession,
2811,hsapiens_paralog_perc_id_r1,Paralogue %id. query gene identical to target Human gene,
2812,pmexicana_homolog_chromosome,Shortfin molly chromosome/scaffold name,
2813,snp_som_ensembl_cDNA_length,,
2814,mpahari_homolog_wga_coverage,Shrew mouse Whole-genome alignment coverage,
2815,cgobio_homolog_orthology_confidence,"Channel bull blenny orthology confidence [0 low, 1 high]",
2816,mspretus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2817,rbieti_homolog_orthology_confidence,"Black snub-nosed monkey orthology confidence [0 low, 1 high]",
2818,ens_hs_transcript,Ensembl Human Transcript ID,
2819,mochrogaster_homolog_chrom_end,Prairie vole chromosome/scaffold end (bp),
2820,csabaeus_homolog_associated_gene_name,Vervet-AGM gene name,
2821,strutta_homolog_wga_coverage,River trout Whole-genome alignment coverage,
2822,structure_description,,
2823,mart_transcript_variation_som__dm_sift_prediction_2076,SIFT prediction,
2824,cmilii_homolog_perc_id_r1,%id. query gene identical to target Elephant shark gene,
2825,structure_gene_chrom_start,,
2826,mpahari_homolog_dn,dN with Shrew mouse,
2827,cpbellii_homolog_chrom_end,Painted turtle chromosome/scaffold end (bp),
2828,spunctatus_homolog_chrom_start,Tuatara chromosome/scaffold start (bp),
2829,mnemestrina_homolog_goc_score,Pig-tailed macaque Gene-order conservation score,
2830,strutta_homolog_orthology_type,River trout homology type,
2831,mdomestica_homolog_chrom_start,Opossum chromosome/scaffold start (bp),
2832,amexicanus_homolog_chrom_start,Mexican tetra chromosome/scaffold start (bp),
2833,cgchok1gshd_homolog_dn,dN with Chinese hamster CHOK1GS,
2834,homologs_transcript_stable_id_version,,
2835,bihybrid_homolog_ds,dS with Hybrid - Bos Indicus,
2836,tguttata_homolog_chrom_start,Zebra finch chromosome/scaffold start (bp),
2837,mmmarmota_homolog_perc_id_r1,%id. query gene identical to target Alpine marmot gene,
2838,sequence_genomic_coding_end,Genomic coding end,
2839,capalliatus_homolog_wga_coverage,Angola colobus Whole-genome alignment coverage,
2840,uamericanus_homolog_ensembl_gene,American black bear gene stable ID,
2841,falbicollis_homolog_dn,dN with Flycatcher,
2842,cldingo_homolog_orthology_confidence,"Dingo orthology confidence [0 low, 1 high]",
2843,pcinereus_homolog_chrom_start,Koala chromosome/scaffold start (bp),
2844,jhyemalis_homolog_chromosome,Dark-eyed junco chromosome/scaffold name,
2845,lafricana_homolog_orthology_type,Elephant homology type,
2846,csyrichta_homolog_subtype,Last common ancestor with Tarsier,
2847,oaureus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2848,smerianae_homolog_wga_coverage,Argentine black and white tegu Whole-genome alignment coverage,
2849,xtropicalis_homolog_perc_id_r1,%id. query gene identical to target Tropical clawed frog gene,
2850,umaritimus_homolog_ensembl_gene,Polar bear gene stable ID,
2851,dordii_homolog_perc_id,%id. target Kangaroo rat gene identical to query gene,
2852,mmusculus_homolog_perc_id,%id. target Mouse gene identical to query gene,
2853,acalliptera_homolog_canonical_transcript_protein,Query protein or transcript ID,
2854,exon_chrom_end,Exon region end (bp),
2855,sorbicularis_homolog_ds,dS with Orbiculate cardinalfish,
2856,pkingsleyae_homolog_orthology_confidence,"Paramormyrops kingsleyae orthology confidence [0 low, 1 high]",
2857,psimus_homolog_perc_id_r1,%id. query gene identical to target Greater bamboo lemur gene,
2858,cporcellus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2859,gagassizii_homolog_ds,dS with Agassiz's desert tortoise,
2860,pmarinus_homolog_ensembl_gene,Lamprey gene stable ID,
2861,sequence_exon_stable_id,,
2862,cgchok1gshd_homolog_ensembl_peptide,Chinese hamster CHOK1GS protein or transcript stable ID,
2863,cpbellii_homolog_orthology_type,Painted turtle homology type,
2864,ppardus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2865,lcrocea_homolog_associated_gene_name,Large yellow croaker gene name,
2866,ccapucinus_homolog_wga_coverage,Capuchin Whole-genome alignment coverage,
2867,omelastigma_homolog_chromosome,Indian medaka chromosome/scaffold name,
2868,affy_hg_u95d,AFFY HG U95D probe,
2869,nvison_homolog_ensembl_gene,American mink gene stable ID,
2870,csavignyi_homolog_dn,dN with C.savignyi,
2871,lcalcarifer_homolog_chrom_end,Barramundi perch chromosome/scaffold end (bp),
2872,mmmarmota_homolog_perc_id,%id. target Alpine marmot gene identical to query gene,
2873,jjaculus_homolog_ensembl_gene,Lesser Egyptian jerboa gene stable ID,
2874,saurata_homolog_goc_score,Gilthead seabream Gene-order conservation score,
2875,charengus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2876,cdromedarius_homolog_wga_coverage,Arabian camel Whole-genome alignment coverage,
2877,falbicollis_homolog_perc_id,%id. target Flycatcher gene identical to query gene,
2878,enaucrates_homolog_dn,dN with Live sharksucker,
2879,acarolinensis_homolog_ensembl_peptide,Anole lizard protein or transcript stable ID,
2880,bihybrid_homolog_chrom_end,Hybrid - Bos Indicus chromosome/scaffold end (bp),
2881,pvampyrus_homolog_ensembl_gene,Megabat gene stable ID,
2882,tbelangeri_homolog_chromosome,Tree Shrew chromosome/scaffold name,
2883,scerevisiae_homolog_perc_id_r1,%id. query gene identical to target Saccharomyces cerevisiae gene,
2884,snp_som_strand,,
2885,ngalili_homolog_ensembl_peptide,Upper Galilee mountains blind mole rat protein or transcript stable ID,
2886,ensembl_exon_id,Exon stable ID,
2887,ppardus_homolog_orthology_confidence,"Leopard orthology confidence [0 low, 1 high]",
2888,illumina_humanht_12_v3,ILLUMINA HumanHT 12 V3 probe,
2889,applatyrhynchos_homolog_ensembl_peptide,Duck protein or transcript stable ID,
2890,pvampyrus_homolog_perc_id,%id. target Megabat gene identical to query gene,
2891,dmelanogaster_homolog_canonical_transcript_protein,Query protein or transcript ID,
2892,cabingdonii_homolog_goc_score,Abingdon island giant tortoise Gene-order conservation score,
2893,oniloticus_homolog_chrom_end,Nile tilapia chromosome/scaffold end (bp),
2894,gagassizii_homolog_orthology_type,Agassiz's desert tortoise homology type,
2895,scerevisiae_homolog_ds,dS with Saccharomyces cerevisiae,
2896,affy_hugenefl,AFFY HuGeneFL probe,
2897,cvariegatus_homolog_chrom_end,Sheepshead minnow chromosome/scaffold end (bp),
2898,fheteroclitus_homolog_goc_score,Mummichog Gene-order conservation score,
2899,pmarinus_homolog_ensembl_peptide,Lamprey protein or transcript stable ID,
2900,mochrogaster_homolog_goc_score,Prairie vole Gene-order conservation score,
2901,lsdomestica_homolog_dn,dN with Bengalese finch,
2902,ttruncatus_homolog_goc_score,Dolphin Gene-order conservation score,
2903,somatic_cds_end_2076,CDS end,
2904,pcinereus_homolog_wga_coverage,Koala Whole-genome alignment coverage,
2905,hcomes_homolog_dn,dN with Tiger tail seahorse,
2906,rferrumequinum_homolog_chromosome,Greater horseshoe bat chromosome/scaffold name,
2907,vursinus_homolog_ensembl_gene,Common wombat gene stable ID,
2908,celegans_homolog_perc_id,%id. target Caenorhabditis elegans gene identical to query gene,
2909,scanaria_homolog_canonical_transcript_protein,Query protein or transcript ID,
2910,olatipes_homolog_chrom_end,Japanese medaka HdrR chromosome/scaffold end (bp),
2911,neugenii_homolog_perc_id_r1,%id. query gene identical to target Wallaby gene,
2912,enaucrates_homolog_chrom_end,Live sharksucker chromosome/scaffold end (bp),
2913,xtropicalis_homolog_ensembl_peptide,Tropical clawed frog protein or transcript stable ID,
2914,olatipes_homolog_orthology_type,Japanese medaka HdrR homology type,
2915,mspretus_homolog_perc_id_r1,%id. query gene identical to target Algerian mouse gene,
2916,pcapensis_homolog_canonical_transcript_protein,Query protein or transcript ID,
2917,vpacos_homolog_goc_score,Alpaca Gene-order conservation score,
2918,tgelada_homolog_chromosome,Gelada chromosome/scaffold name,
2919,lafricana_homolog_ensembl_gene,Elephant gene stable ID,
2920,olatipes_homolog_chromosome,Japanese medaka HdrR chromosome/scaffold name,
2921,mpfuro_homolog_orthology_confidence,"Ferret orthology confidence [0 low, 1 high]",
2922,vursinus_homolog_goc_score,Common wombat Gene-order conservation score,
2923,lsdomestica_homolog_ds,dS with Bengalese finch,
2924,lsdomestica_homolog_associated_gene_name,Bengalese finch gene name,
2925,neugenii_homolog_dn,dN with Wallaby,
2926,mmurinus_homolog_perc_id,%id. target Mouse Lemur gene identical to query gene,
2927,sldorsalis_homolog_chrom_end,Yellowtail amberjack chromosome/scaffold end (bp),
2928,ptroglodytes_homolog_wga_coverage,Chimpanzee Whole-genome alignment coverage,
2929,bthybrid_homolog_chrom_end,Hybrid - Bos Taurus chromosome/scaffold end (bp),
2930,sformosus_homolog_chrom_start,Asian bonytongue chromosome/scaffold start (bp),
2931,oprinceps_homolog_chromosome,Pika chromosome/scaffold name,
2932,mcaroli_homolog_orthology_type,Ryukyu mouse homology type,
2933,nleucogenys_homolog_dn,dN with Gibbon,
2934,cabingdonii_homolog_ds,dS with Abingdon island giant tortoise,
2935,mgallopavo_homolog_ensembl_peptide,Turkey protein or transcript stable ID,
2936,cmilii_homolog_canonical_transcript_protein,Query protein or transcript ID,
2937,jjaculus_homolog_ds,dS with Lesser Egyptian jerboa,
2938,agilent_sureprint_g3_ge_8x60k,AGILENT SurePrint G3 GE 8x60k probe,
2939,gaculeatus_homolog_perc_id_r1,%id. query gene identical to target Stickleback gene,
2940,mpfuro_homolog_orthology_type,Ferret homology type,
2941,olhni_homolog_chrom_start,Japanese medaka HNI chromosome/scaffold start (bp),
2942,tbelangeri_homolog_dn,dN with Tree Shrew,
2943,pformosa_homolog_subtype,Last common ancestor with Amazon molly,
2944,cdromedarius_homolog_orthology_confidence,"Arabian camel orthology confidence [0 low, 1 high]",
2945,nleucogenys_homolog_ensembl_peptide,Gibbon protein or transcript stable ID,
2946,smerianae_homolog_chrom_end,Argentine black and white tegu chromosome/scaffold end (bp),
2947,csavignyi_homolog_ensembl_gene,C.savignyi gene stable ID,
2948,xmaculatus_homolog_ensembl_peptide,Platyfish protein or transcript stable ID,
2949,gmorhua_homolog_dn,dN with Cod,
2950,mmulatta_homolog_orthology_type,Macaque homology type,
2951,xtropicalis_homolog_chromosome,Tropical clawed frog chromosome/scaffold name,
2952,pvampyrus_homolog_perc_id_r1,%id. query gene identical to target Megabat gene,
2953,sbboliviensis_homolog_ensembl_gene,Bolivian squirrel monkey gene stable ID,
2954,oaries_homolog_chrom_end,Sheep chromosome/scaffold end (bp),
2955,cfamiliaris_homolog_chrom_start,Dog chromosome/scaffold start (bp),
2956,allele_string_2076,Consequence specific allele,
2957,pranga_homolog_dn,dN with Indian glassy fish,
2958,cmilii_homolog_ds,dS with Elephant shark,
2959,gagassizii_homolog_orthology_confidence,"Agassiz's desert tortoise orthology confidence [0 low, 1 high]",
2960,ecalabaricus_homolog_goc_score,Reedfish Gene-order conservation score,
2961,kegg_enzyme,KEGG Pathway and Enzyme ID,
2962,oaries_homolog_ds,dS with Sheep,
2963,cporosus_homolog_ds,dS with Australian saltwater crocodile,
2964,mochrogaster_homolog_wga_coverage,Prairie vole Whole-genome alignment coverage,
2965,pnattereri_homolog_chrom_end,Red-bellied piranha chromosome/scaffold end (bp),
2966,cporcellus_homolog_associated_gene_name,Guinea Pig gene name,
2967,mgallopavo_homolog_ensembl_gene,Turkey gene stable ID,
2968,mspicilegus_homolog_wga_coverage,Steppe mouse Whole-genome alignment coverage,
2969,eeuropaeus_homolog_dn,dN with Hedgehog,
2970,mnemestrina_homolog_ds,dS with Pig-tailed macaque,
2971,homologs_ensembl_cDNA_length,,
2972,csemilaevis_homolog_chromosome,Tongue sole chromosome/scaffold name,
2973,ecaballus_homolog_ensembl_peptide,Horse protein or transcript stable ID,
2974,ccds,CCDS ID,
2975,pcapensis_homolog_dn,dN with Hyrax,
2976,pcinereus_homolog_ensembl_gene,Koala gene stable ID,
2977,shabroptila_homolog_ensembl_gene,Kakapo gene stable ID,
2978,snp_chromosome_name,,
2979,panubis_homolog_chrom_end,Olive baboon chromosome/scaffold end (bp),
2980,enaucrates_homolog_ensembl_peptide,Live sharksucker protein or transcript stable ID,
2981,mmurdjan_homolog_chromosome,Pinecone soldierfish chromosome/scaffold name,
2982,sequence_constitutive,,
2983,malbus_homolog_associated_gene_name,Swamp eel gene name,
2984,pnattereri_homolog_ds,dS with Red-bellied piranha,
2985,rnorvegicus_homolog_perc_id_r1,%id. query gene identical to target Rat gene,
2986,hburtoni_homolog_perc_id_r1,%id. query gene identical to target Burton's mouthbrooder gene,
2987,structure_gene_stable_id,,
2988,lcalcarifer_homolog_canonical_transcript_protein,Query protein or transcript ID,
2989,dmelanogaster_homolog_goc_score,Drosophila melanogaster Gene-order conservation score,
2990,pformosa_homolog_associated_gene_name,Amazon molly gene name,
2991,ipunctatus_homolog_ensembl_gene,Channel catfish gene stable ID,
2992,sharrisii_homolog_perc_id_r1,%id. query gene identical to target Tasmanian devil gene,
2993,rbieti_homolog_goc_score,Black snub-nosed monkey Gene-order conservation score,
2994,mspretus_homolog_orthology_confidence,"Algerian mouse orthology confidence [0 low, 1 high]",
2995,mnemestrina_homolog_chrom_start,Pig-tailed macaque chromosome/scaffold start (bp),
2996,mcaroli_homolog_canonical_transcript_protein,Query protein or transcript ID,
2997,etelfairi_homolog_wga_coverage,Lesser hedgehog tenrec Whole-genome alignment coverage,
2998,bthybrid_homolog_ensembl_gene,Hybrid - Bos Taurus gene stable ID,
2999,mmurinus_homolog_associated_gene_name,Mouse Lemur gene name,
3000,eeuropaeus_homolog_perc_id,%id. target Hedgehog gene identical to query gene,
3001,pmexicana_homolog_ds,dS with Shortfin molly,
3002,psinensis_homolog_orthology_type,Chinese softshell turtle homology type,
3003,ipunctatus_homolog_perc_id_r1,%id. query gene identical to target Channel catfish gene,
3004,saraneus_homolog_associated_gene_name,Shrew gene name,
3005,spunctatus_homolog_wga_coverage,Tuatara Whole-genome alignment coverage,
3006,atestudineus_homolog_ds,dS with Climbing perch,
3007,ngalili_homolog_wga_coverage,Upper Galilee mountains blind mole rat Whole-genome alignment coverage,
3008,oaureus_homolog_wga_coverage,Blue tilapia Whole-genome alignment coverage,
3009,ogarnettii_homolog_chrom_start,Bushbaby chromosome/scaffold start (bp),
3010,agilent_wholegenome_4x44k_v1,AGILENT WholeGenome 4x44k v1 probe,
3011,homologs_start_position,,
3012,cabingdonii_homolog_perc_id_r1,%id. query gene identical to target Abingdon island giant tortoise gene,
3013,preticulata_homolog_perc_id,%id. target Guppy gene identical to query gene,
3014,dordii_homolog_dn,dN with Kangaroo rat,
3015,smerianae_homolog_ensembl_peptide,Argentine black and white tegu protein or transcript stable ID,
3016,strutta_homolog_dn,dN with River trout,
3017,cgobio_homolog_chrom_start,Channel bull blenny chromosome/scaffold start (bp),
3018,ccanadensis_homolog_perc_id_r1,%id. query gene identical to target American beaver gene,
3019,ocuniculus_homolog_perc_id_r1,%id. query gene identical to target Rabbit gene,
3020,saurata_homolog_perc_id,%id. target Gilthead seabream gene identical to query gene,
3021,bbbison_homolog_orthology_confidence,"American bison orthology confidence [0 low, 1 high]",
3022,dbass3_id,DataBase of Aberrant 3' Splice Sites ID,
3023,structure_ensembl_exon_id,,
3024,chircus_homolog_ds,dS with Goat,
3025,genomic_coding_start,Genomic coding start,
3026,itridecemlineatus_homolog_perc_id_r1,%id. query gene identical to target Squirrel gene,
3027,xmaculatus_homolog_ds,dS with Platyfish,
3028,cldingo_homolog_chrom_end,Dingo chromosome/scaffold end (bp),
3029,drerio_homolog_orthology_confidence,"Zebrafish orthology confidence [0 low, 1 high]",
3030,oprinceps_homolog_subtype,Last common ancestor with Pika,
3031,mmusculus_homolog_ds,dS with Mouse,
3032,nvison_homolog_chrom_end,American mink chromosome/scaffold end (bp),
3033,mgallopavo_homolog_ds,dS with Turkey,
3034,structure_cdna_length,,
3035,mcaroli_homolog_ensembl_gene,Ryukyu mouse gene stable ID,
3036,neugenii_homolog_associated_gene_name,Wallaby gene name,
3037,csyrichta_homolog_ensembl_gene,Tarsier gene stable ID,
3038,elucius_homolog_perc_id_r1,%id. query gene identical to target Northern pike gene,
3039,mspicilegus_homolog_ds,dS with Steppe mouse,
3040,pabelii_homolog_ds,dS with Orangutan,
3041,eelectricus_homolog_orthology_type,Electric eel homology type,
